sample_id,sample_set,country,location,year,month,latitude,longitude,sex_call,taxon,population_code,snp_genotypes_vcf,metadata_source
AV0094-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0094-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0095-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0095-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0098-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0098-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0104-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0104-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0106-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0106-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0107-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0107-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0109-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0109-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0113-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0113-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0115-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0115-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0116-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0116-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0119-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0119-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0128-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0128-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0129-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0129-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0130-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0130-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0131-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0131-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0132-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0132-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0134-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0134-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0137-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0137-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0140-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0140-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0141-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0141-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0142-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0142-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0143-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0143-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0150-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0150-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0152-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0152-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0154-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0154-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0160-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0160-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0162-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0162-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0164-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0164-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0165-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0165-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0170-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0170-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0171-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0171-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0174-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0174-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0176-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0176-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0177-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0177-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0179-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0179-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0180-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0180-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0185-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0185-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0186-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0186-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0188-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0188-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0189-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0189-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0191-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0191-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0192-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0192-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0194-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0194-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0195-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0195-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0196-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0196-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0198-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0198-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0199-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0199-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0200-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0200-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0201-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0201-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0206-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0206-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0208-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0208-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0210-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0210-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0211-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0211-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0213-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0213-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0218-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0218-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0219-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0219-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0222-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0222-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0223-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0223-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0225-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0225-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0226-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0226-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0231-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0231-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0234-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0234-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0235-CW,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0235-CW.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0341-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0341-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0352-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0352-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0353-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0353-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0364-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0364-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AJ0120-C,Ag3.0-WestAfrica-Caputo2024,Guinea-Bissau,,,,,,,gambiae,GWgam,https://cog.sanger.ac.uk/vo_agam_output/AJ0120-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AJ0121-C,Ag3.0-WestAfrica-Caputo2024,Guinea-Bissau,,,,,,,gambiae,GWgam,https://cog.sanger.ac.uk/vo_agam_output/AJ0121-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AJ0122-C,Ag3.0-WestAfrica-Caputo2024,Guinea-Bissau,,,,,,,gambiae,GWgam,https://cog.sanger.ac.uk/vo_agam_output/AJ0122-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AJ0123-C,Ag3.0-WestAfrica-Caputo2024,Guinea-Bissau,,,,,,,gambiae,GWgam,https://cog.sanger.ac.uk/vo_agam_output/AJ0123-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AJ0124-C,Ag3.0-WestAfrica-Caputo2024,Guinea-Bissau,,,,,,,gambiae,GWgam,https://cog.sanger.ac.uk/vo_agam_output/AJ0124-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AJ0125-C,Ag3.0-WestAfrica-Caputo2024,Guinea-Bissau,,,,,,,gambiae,GWgam,https://cog.sanger.ac.uk/vo_agam_output/AJ0125-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AJ0126-C,Ag3.0-WestAfrica-Caputo2024,Guinea-Bissau,,,,,,,gambiae,GWgam,https://cog.sanger.ac.uk/vo_agam_output/AJ0126-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AJ0127-C,Ag3.0-WestAfrica-Caputo2024,Guinea-Bissau,,,,,,,gambiae,GWgam,https://cog.sanger.ac.uk/vo_agam_output/AJ0127-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0263-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0263-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0277-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0277-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0287-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0287-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0314-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0314-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0325-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0325-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0330-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0330-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0332-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0332-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0333-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0333-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0334-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0334-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0335-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0335-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0336-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0336-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0337-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0337-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0338-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0338-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0342-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0342-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0344-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0344-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
