sample_id,sample_set,country,location,year,month,latitude,longitude,sex_call,taxon,population_code,snp_genotypes_vcf,metadata_source
AV0346-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0346-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0347-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0347-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0349-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0349-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0350-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0350-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0351-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0351-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0354-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0354-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0356-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0356-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0358-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0358-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0359-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0359-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0360-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0360-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0361-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0361-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0362-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0362-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0363-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0363-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0367-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0367-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0368-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0368-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0371-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0371-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0372-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0372-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0373-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0373-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0375-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0375-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0376-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0376-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0377-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0377-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0378-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0378-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0380-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0380-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0381-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0381-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0382-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0382-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0383-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0383-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0384-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0384-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0386-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0386-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0387-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0387-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0389-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0389-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0390-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0390-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0391-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0391-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0392-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0392-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0393-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0393-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0394-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0394-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0396-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0396-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0400-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0400-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0401-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0401-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0402-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0402-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0403-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0403-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0404-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0404-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0405-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0405-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0406-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0406-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0407-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0407-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0408-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0408-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0409-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0409-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0410-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0410-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0412-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0412-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0414-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0414-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0415-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AV0415-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0253-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0253-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0254-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0254-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0255-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0255-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0256-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0256-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0258-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0258-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0259-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0259-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0260-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0260-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0261-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0261-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0263-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0263-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0279-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0279-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0283-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0283-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0300-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0300-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0301-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0301-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0302-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0302-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0304-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0304-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0305-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0305-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0306-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0306-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0307-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0307-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0308-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0308-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0309-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0309-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0310-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0310-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0311-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,gambiae,MAgam,https://cog.sanger.ac.uk/vo_agam_output/AZ0311-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
